"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,4.5,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,5,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,5.5,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,6,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,6.5,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,7,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,7.5,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,8,NA,NA
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,8.5,HRK 336.27,40
"https://www.aliexpress.com/item/32949506271.html?spm=a2g0o.productlist.0.0.3888e7b879Rcun&s=p&ad_pvid=202007052216005954785301924050015873321_1&algo_pvid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06&algo_expid=f893b3df-c6b9-4ebe-9a0a-8b6e8fadcd06-0&btsid=0ab6f83a15940125603762150e6ac3&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
",CAMEL Men Women High Top Hiking Shoes 2019 Durable Waterproof Anti-Slip Outdoor Climbing Trekking Shoes Military Tactical Boots,Camel Official Store,Male-Black,9,NA,NA
